ibfa_001_0001saya suka baju yang berwarna merah tua                                                           
ibmm_006_1036 mengapa orang lebih mudah menilai keburukan orang lain meskipun belum kenal dekat?              
ibmm_006_1037 apakah anak yang gemuk dan lambat kerjanya itu adalah orang yang direkomendasikan pak ali?      
ibmm_006_1038 gunung apakah yang dikabarkan akan meletus dalam waktu dekat ini?                               
ibmm_006_1039 bilamana penyelesaian suatu persoalan itu dikatakan sulit dan membutuhkan waktu yang lama?      
ibmm_006_1040 belum pantaskah aku menjadi wanita dewasa yang bebas dan tak banyak dilarang?                   
ibmm_006_1041 apa yang harus kulakukan untuk menjadi manusia yang sukses dan bermartabat?                     
ibmm_006_1042 dimana kotak perhiasan ibu yang mahal itu diletakkan adikku yang nakal dan cerewet?             
ibmm_006_1043 sudah berapa banyak korban tindak kejahatan penipuan uang melalui undian berhadiah?             
ibmm_006_1044 sudah berapa banyak kerajinan kertas lipat yang berhasil ia buat hari ini?                      
ibmm_006_1045 berapa luas dunia yang sudah sempat kau jelajahi untuk mencari ilmu?                            
ibmm_006_1046 sudah berapa banyak laba yang nisa dihasilkan dari usahamu yang baru?                           
ibmm_006_1047 berapa banyak gula yang kau masukkan ke  dalam minuman ini?                                     
ibmm_006_1048 dimana ratifa meletakkan kunci mobil yang kemarin ia gunakan sampai pukul sepuluh malam?        
ibmm_006_1049 tidakkah soal tes masuk perguruan tinggi itu terlalu mudah dikerjakan?                          
ibmm_006_1050 sudah patutkah tindakan salam untuk memukul kepala adiknya yang masih balita?                   
ibmm_006_1051 mengapa ayah tidak pernah memberikan penghargaan lebih untuk prestasiku?                        
ibmm_006_1052 apa yang akan terjadi jika di masa yang lalu saya memutuskan untuk belajar di luar negeri?      
ibmm_006_1053 kapan sebaiknya saya ungkapkan segala ganjalan yang ada di hati ini?                            
ibmm_006_1054 bukankah tidak baik untuk kesehatanmu jika makan tidak teratur dan menu apa adanya?             
ibmm_006_1055 siapa saja yang bisa menghadiri undangan tasyakuran wisudanya minggu depan?                     
ibmm_006_1056 berapa banyak peserta yang dapat hadir di acara ceramah kemarin?                                
ibmm_006_1057 bagaimana caramu memperlakukan ibu selama ini hingga ia enggan tinggal denganmu lagi?           
ibmm_006_1058 bagaimana perkembangan data statistik kinerja panitia ramadan di kampus sampai tahun ini?       
ibmm_006_1059 bukankah seseorang jika meninggal kelak yang diperhitungkan adalah amal ibadahnya?              
ibmm_006_1060 pernahkan kau menemukan ayat yang berbunyi sebaik baik kampung adalah akhirat?                  
ibmm_006_1061 tahukah kamu bahwa sesungguhnya hidup di dunia ini hanya sebentar saja?                         
ibmm_006_1062 bagaimana saran dokter agar kesehatan paman cepat membaik seperti sedia kala?                   
ibmm_006_1063 mengapa jalan ini terasa sangat sulit dilalui sementara banyak jalan lain yang tak jelas?       
ibmm_006_1064 seberapa sering joko berkunjung ke rumah sahabat dekatnya dalam sebulan ini?                    
ibmm_006_1065 sudah berapa hari lamanya gito mengurung diri di dalam kamar untuk masalah itu?                 
ibmm_006_1066 apa warna kegemaranmu masih sama dengan setahun silam?                                          
ibmm_006_1067 tidak cukupkah pengalaman adik perempuannya membuat anton jera berlaku kasar pada wanita?       
ibmm_006_1068 bukankah ibunya adalah seorang wanita yang juga ingin diperlakukan baik dan layak?              
ibmm_006_1069 berapa banyak kau ambil uang nenekmu yang disimpan di dalam tabungan bambu?                     
ibmm_006_1070 tidak pantaskah aku mempersunting dirimu yang memiliki paras cantik rupawan?                    
ibmm_006_1071 seberapa jauh kakimu kuat untuk menyelesaikan perjalanan ini?                                   
ibmm_006_1072 bilamana hasil laporan belajar tahunannya dikatakan gagal?                                      
ibmm_006_1073 sudah pantaskah budi berkata kasar pada relawan yang renta dan keriput itu?                     
ibmm_006_1074 lantas harus bagaimana aku bersikap dihadapan anak manja yang tak tahu adat ?                   
ibmm_006_1075 jam berapa sania berangkat ke luar kota dengan kerabat dekan yang di jakarta?                   
ibmm_006_1076 apa isu yang sedang berkembang saat ini dan menjadi banyak perbincangan di masyarakat?          
ibmm_006_1077 bagaimana sebenarnya solusi yang bisa diambil untuk menyelesaikan persoalan banjir tiap tahun?  
ibmm_006_1078 bersedia kah dodi dicalonkan menjadi ketua kelas sekaligus ketua pemuda di sekolahnya?          
ibmm_006_1079 kartu merek apa yang banyak digunakan di kalangan siswa saat ini?                               
ibmm_006_1080 untuk sementara berapa banyak permasalahan yang sudah bisa diselesaikan oleh gubernur baru?     
ibmm_006_1081 siapa yang tahu dimana keberadaan kedua saudara kembar yang menghilang sejak kemarin?           
ibmm_006_1082 bukankah sudah dikatakan sebelumnya bahwa untuk mencapai tujuan hidup butuh perjuangan?         
ibmm_006_1083 tidakkah keberadaan warung internet di ujung jalan sana membawa dampak buruk?                   
ibmm_006_1084 berapa panjang antrean kendaraan di jalan utama kota jakarta sejak pagi tadi?                   
ibmm_006_1085 siapa peliput berita kecelakaan tragis yang terjadi tengah malam kemarin?                       
ibmm_006_1086 berapa lagi saya harus mematung di tepi jalan ini untuk menunggu kedatangannya?                 
ibmm_006_1087 adakah peralatan yang perlu dibawa untuk penunjang kebutuhan di lokasi perkemahan besok?        
ibmm_006_1088 jenis film apa yang sedang digemari andi dan sangat ingin ditonton saat ini?                    
ibmm_006_1089 program apa yang sedang dibuka di komputernya saat ini?                                         
ibmm_006_1090 sudah berapa langkah yang sanggup kau kerjakan untuk mengejar target sepuluh ribu langkah?      
ibmm_006_1091 sudahkah dina meminta maaf atas segala tindakan buruknya pada sepupu dekat dari ayah?           
ibmm_006_1092 inikah yang bisa diperbuat oleh riri selama dua tahun berada di rantau?                         
ibmm_006_1093 untuk apa pergi jauh ke luar pulau jika hanya untuk mendapatkan sesuap nasi?                    
ibmm_006_1094 bukankah pengalaman yang paling berharga adalah ketika kita mencoba untuk pertama kali?         
ibmm_006_1095 bagaimana bedanya kepuasan yang diperoleh antara berhasil dengan bantuan atau gagal degan usaha 
ibmm_006_1096 manakah yang lebih menentramkan jiwamu untuk saat ini?                                          
ibmm_006_1097 belum yakin kah kamu dengan janji tuhan yang pasti terjadi?                                     
ibmm_006_1098 sudah berapa lama adito berada di tempat sepi, gelap dan kotor itu?                             
ibmm_006_1099 berapa tahunkah lamanya kamu tinggal di bumi?                                                   
ibmm_006_1100 tahukah kau kisah negeri yang dibinasakan karena kezaliman penduduknya?                         
ibmm_006_1101 persoalan yang mana yang bisa diselesaikan dalam waktu singkat oleh pemerintah?                 
ibmm_006_1102 kapan rencana besar yang kau tuliskan bisa direalisasikan?                                      
ibmm_006_1103 apa warna cat yang sesuai untuk mengganti suasana di ruangan kerjaku?                           
ibmm_006_1104 tidakkah kota semarang terasa asing dan sepi untuk kita berdua?                                 
ibmm_006_1105 darimana kau dapatkan pernyataan bahwa aku adalah anak walikota?                                
ibmm_006_1106 siapa seseorang yang dibawa oleh mobil kecelakaan tadi pagi?                                    
ibmm_006_1107 siapa yang memberikan gaun mewah berwarna hijau muda padamu?                                    
ibmm_006_1108 kapan saudaramu tiba di surabaya dan menjelajahi kuliner terkenal?                              
ibmm_006_1109 untuk perkara apakah dito meninggalkan rumah dan merantau begitu jauh untuk waktu lama?         
ibmm_006_1110 apa sebenarnya keperluan ibu tua yang sering datang ke kantor setiap pagi hari?                 
ibmm_006_1111 apa yang melatarbelakangi dona mengambil keputusan yang sangat berisiko?                        
ibmm_006_1112 tidak tahukah kau betapa ibumu sangat mengharapkan kepulanganmu saat lebaran tiba?              
ibmm_006_1113 sekauh mana yang bisa kau selesaikan dalam waktu dua bulan ?                                    
ibmm_006_1114 tidakkah aku pantas menjadi bagian dalam proyek dan mendapatkan penghasilan lebih?              
ibmm_006_1115 siapa yang akan bersedia menggantikan saya sebagai ketua putri untuk sementara waktu?           
ibmm_006_1116 dimana saja jebakan tikus diletakkan agar bisa optimal hasilnya?                                
ibmm_006_1117 berapa kapasitas memori yang baru saja kau beli dengan harga hampir setengah juta?              
ibmm_006_1118 seberapa besar pengaruh keteladanan seorang pendidik terhadap muridnya?                         
ibmm_006_1119 setuju kah kau dengan ungkapan air beriak tanda tak dalam?                                      
ibmm_006_1120 atau memang ini yang diinginkan kakek yaitu pergi dari rumah?                                   
ibmm_006_1121 mengapa sangat sulit menanamkan sikap optimis kepada generasi penerus bangsa?                   
ibmm_006_1122 seberapa dalam mereka mengerti arti perjuangan dan pengorbanan dalam hidup?                     
ibmm_006_1123 berapa luas danau di tengah kota itu diperluas untuk meramaikan pariwisata?                     
ibmm_006_1124 apa saja yang sudah dilakukan zulhan untuk menarik perhatian gadis cantik nan pintar itu?       
ibmm_006_1125 tidakkah aku terlihat cantik dengan tas merah kombinasi coklat yang kukenakan kemarin?          
ibmm_006_1126 sampai kapan terus kau tanyakan keadaannya padaku?                                              
ibmm_006_1127 baikkah jika seorang janda bertamu sendirian ke rumah seorang duda beranak satu?                
ibmm_006_1128 tidak terlihat kah tanda-tanda bahwa dirinya mengidap penyakit parah yang mematikan?            
ibmm_006_1129 tidakkah kau merasakan setiap datang waktu ibadah rasa malas selalu datang?                     
ibmm_006_1130 bagaimana cara menghilangkan rasa malas yang sangat mengganggu kinerja ini?                     
ibmm_006_1131 bilamana seseorang dikatakan sebagai perempuan yang anggun dan memiliki integritas tinggi?      
ibmm_006_1132 ini kah yang bisa diperbuat kepala keuangan perusahaan yang baru direkrut?                      
ibmm_006_1133 sudah jelaskah apa yang harus kau kejar untuk memenuhi target keluarga?                         
ibmm_006_1134 berapa tinggi tumpukan buku di gudang rumah anifa?                                              
ibmm_006_1135 masih berfungsi dengan baikkah mesin pengaduk bubur kertas yang dibeli setahun lalu?            
ibmm_006_1136 bagaimana pertumbuhan tanaman kacang hijau yang dijadikan sebagai tugas akhir biologi?          
ibmm_006_1137 bagaimana kesan pertama berkendara sejauh seratus kilometer dengan sepeda?                      
ibmm_006_1138 apa kesulitan yang kau alami sehingga sampai sekarang belum selesai juga pekerjaanmu?           
ibmm_006_1139 apa yang bisa kubantu agar tugas yang diberikan dosen kemarin dapat tuntas tepat waktu?         
ibmm_006_1140 belum cukup kah kemarahan ibu kandungnya hingga marni mengulangi kesalahan yang lalu?           
ibmm_006_1141 apa yang ia cari di daerah terpencil yang jauh dari peradaban sana?                             
ibmm_006_1142 mengapa arpa memilih tempat kerja praktik di pulau yang jarak tempuhnya tiga hari dengan kapal a
ibmm_006_1143 tidak adakah alat transportasi yang bisa membawa kita lebih cepat sampai di kota kelahiranmu?   
ibmm_006_1144 apa yang bisa kami lakukan untuk meringankan beban bibi tua yang hidupnya bertumpu pada koran be
ibmm_006_1145 berapa biaya rumah sakit yang diperlukan untuk pengobatan anak kecil penderita tumor ganas?     
ibmm_006_1146 tidak bisa kah uang sumbangan untuk korban kebakaran diusahakan lebih banyak lagi?              
ibmm_006_1147 sudah berapa dana yang terkumpul untuk membangun sarana umum yang sudah rusak itu?              
ibmm_006_1148 kapan pemerintah daerah akan datang untuk memperbaiki jembatan penyeberangan antar desa yang han
ibmm_006_1149 apa yang membuat jembatan kayu yang biasa dilewati mobil menuju tempat wisata rapuh?            
ibmm_006_1150 apa yang sudah disiapkan teman teman guna menyambut bulan yang penuh hikmah?                    
ibmm_006_1151 sudah pantaskah lika bersikap seperti itu kepada paman jauhnya yang lama tidak dijumpainya?     
ibmm_006_1152 dimana bisa kutemui bapak tua penjual mainan yang biasa menunggu pembeli di depan sana?         
ibmm_006_1153 kemana anaknya lari dari rumah setelah terbukti hamil di luar nikah?                            
ibmm_006_1154 apa rencana berikutnya setelah sukses menemukan benda berharga yang hilang?                     
ibmm_006_1155 seberat apa masalah yang dialami yoyo hingga kesehatan jiwanya terganggu?                       
ibmm_006_1156 sepeda jenis apakah yang akan kau beli dengan gaji pertama dari pekerjaan yang baru?            
ibmm_006_1157 dengan cara apa soal ujian ini harus dikoreksi agar dapat selesai dalam waktu dua hari dari seka
ibmm_006_1158 saat ini apa yang akan dilakukan pihak keluarga dari korban pesawat yang menghantam pegunungan? 
ibmm_006_1159 berapa bobot maksimal yang dapat dimuat oleh bagasi pesawat penumpang garuda?                   
ibmm_006_1160 mengapa telepon genggam barunya ditukar ulang di toko dekat rumahnya?                           
ibmm_006_1161 bagaimana cara mudah memahami atau mengenal karakter anak agar tidak salah mengerti?            
ibmm_006_1162 dimana lokasi rumah hantu yang banyak diberitakan di media masa dalam seminggu ini?             
ibmm_006_1163 apa yang membuat kabar kelahiran cucu presiden itu menjadi berita hangat di seluruh media?      
ibmm_006_1164 permintaan apa yang diinginkan anak jalanan itu pada pemerintah sebenarnya?                     
ibmm_006_1165 apa saja fasilitas yang didapatkan selama menjalani rehabilitasi di panti sosial ?              
ibmm_006_1166 siapa yang bersedia ikut menjenguk ketua tim kerohanian yang sakit sejak dua hari lalu?         
ibmm_006_1167 kapan kira-kira agil akan sembuh dan dibolehkan pulang dari rawat inap?                         
ibmm_006_1168 tidak bisakah hanya rawat jalan beberapa hari saja?                                             
ibmm_006_1169 darimana duta mendapatkan uang sebanyak itu dalam waktu dua puluh empat jam?                    
ibmm_006_1170 kapan uang sakunya akan dinaikkah hingga ada yang ditabung untuk keperluan mendadak?            
ibmm_006_1171 mengapa banyak orang yang tahu akan peristiwa yang menimpanya tadi siang?                       
ibmm_006_1172 bagaimana perasaanmu setelah mengetahui banyak orang melihat kejadian memalukan itu?            
ibmm_006_1173 apa yang dipikirkan oleh pemuda berandal yang biasa meminum minuman keras di ujung jalan itu?   
ibmm_006_1174 tidakkah orang-orang itu menyadari bahwa harta di dunia yang kita miliki hanyalah titipan?      
ibmm_006_1175 mana sebaiknya yang harus dipilih diantara kedua orang yang datang melamar gadis anak pak lurah?
ibmm_006_1176 seperti apakah pemuda dambaan yang kau harapkan datang meminangmu kelak?                        
ibmm_006_1177 tidak patutkah bila wanita terlebih dahulu menyatakan perasaan kepada pria yang disukainya?     
ibmm_006_1178 berapa lama akan kau kembalikan mobil sedan yang disewa dengan biaya dua ratus ribu rupiah?     
ibmm_006_1179 berapa lama rina menunggu kehadiran calon pembeli tanah yang ia pasarkan beberapa waktu lalu?   
ibmm_006_1180 kemana kereta api johor baru akan membawa penumpang yang berjubel sampai ke atap?               
ibmm_006_1181 sampai kapan keadaan manajemen transportasi di indonesia akan terpuruk seperti ini?             
ibmm_006_1182 apa alasan penumpang yang bersedia menaiki kendaraan umum dengan kondisi buruk?                 
ibmm_006_1183 berapa banyak jumlah sopir angkutan umum yang mematuhi aturan bebas rokok di dalam kendaraan?   
ibmm_006_1184 setiap berapa periode polisi melakukan razia terhadap pengemudi nakal di jalan raya?            
ibmm_006_1185 dimana tempat sampah terdekat yang dapat digunakan untuk membuang kotoran kering?               
ibmm_006_1186 mengapa tempat duduk antara laki-laki dan perempuan harus dibedakan dalam acara kajian islam?   
ibmm_006_1187 siapa tokoh pendiri organisasi kepemudaan yang terkenal di tahu delapan puluhan?                
ibmm_006_1188 apa resepnya sehingga dina selalu menang dalam setiap olimpiade yang diikuti?                   
ibmm_006_1189 apa tanda yang dapat dilihat untuk menentukan tingkat kematangan buah pepaya?                   
ibmm_006_1190 buah jeruk dari kota apa yang rasanya paling enak dirasa?                                       
ibmm_006_1191 bagaimana bisa ia jalan kaki menuju tempat bermain yang jaraknya seratus meter dari rumahnya?   
ibmm_006_1192 kapan arus mudik akan kembali normal seperti sedia kala?                                        
ibmm_006_1193 bagaimana menurut pendapatmu baju baru yang dibelikan kakek uuntuk pesta ulang tahunku?         
ibmm_006_1194 mengapa teman perempuanmu yang cantik itu rela berkorban banyak untuk kesehatanmu?              
ibmm_006_1195 sudah berapa banyak pengikut di jejaring sosial yang kau miliki?                                
ibmm_006_1196 menurut hematmu seberapa penting keberadaan angkutan umum yang menghubungkan antar desa?        
ibmm_006_1197 kapan pembangunan gedung pencakar langit tertinggi di surabaya itu selesai?                     
ibmm_006_1198 untuk keperluan apa pria berdasi coklat yang berambut cepak datang ke kediaman pak menteri?     
ibmm_006_1199 berapa harga materai yang digunakan untuk melengkapi surat pencairan dana kegiatan?             
ibmm_006_1200 sudah berapa lamanya wanita paruh baya berbaju compang camping itu berdiri di depan pintu rumah?
